id,unique_,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,priogrid_gid,country_id
NULL,asd,NULL,#loc+name,NULL,#adm1+name,#adm2+name,#geo+lat,#geo+lon,NULL,NULL
410724,201,2,Poltavskoye village,"near the village of Poltavskoye, Amvrosiyevsky district, Donetsk region.",Donetsk oblast,Amvrosiivka raion,47.877418,38.190727,198437,369
410725,202,2,Stepano-Krynka village,"near the village of Stepano-Krynka, Amvrosiyevsky district, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.920836,38.342369,198437,369
411120,203,2,Blahodatne town,"near the village of Blagodatnoye, Amvrosiyevsky district, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.881734,38.486752,198437,369
410759,204,2,Amvrosiivka town,"near the town of Amvrosiivka, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.790286,38.481659,198437,369
410761,205,2,Lysyche village,near the settlement of Lysyche - the Uspenka check point (Donetsk region),Donetsk oblast,Amvrosiivka raion,47.726965,38.590581,198438,369
410870,206,2,Marynivka village,near the village of Marinovka,Donetsk oblast,Shaktarsk raion,47.905453,38.845605,198438,369
410884,207,2,Stepanivka village,"near the village of Stepanovka, Shakhtersky district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
410929,208,5,Donets Basin Area,in the area of ??anti-terrorist operation.,NULL,NULL,48.15,38.65,199158,369
410930,209,2,Marynivka village,near the border village of Marinovka (Shakhtersky district) in the Donbas,Donetsk oblast,Shaktarsk raion,47.905453,38.845605,198438,369
410933,210,2,Rozivka village,"near the village of Rozovka, Shakhtersky district, Donetsk region",Donetsk oblast,Shaktarsk raion,48.16898,38.220838,199157,369
410936,211,2,Stepanivka village,near the village of Stepanovka (Shakhtersky district) Donetsk region,Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
410882,212,2,Marynivka village,At the entrance to Marynivka,Donetsk oblast,Shaktarsk raion,47.905453,38.845605,198438,369
419893,213,2,Debaltseve town,a checkpoint near Debaltseve,Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
415148,214,1,Ilovaisk town,Ilovaysk Town Donetsk region,Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
155009,215,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
410976,216,2,Amvrosiivka town,"a checkpoint near the town of Amvrosiivka, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.790286,38.481659,198437,369
410978,217,2,Zelene village,"Zelene village [...] Amvrosiyevsky district, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.943537,38.172308,198437,369
410985,218,2,Poltavskoye village,village Poltava Amvrosievsky region Donetsk region,Donetsk oblast,Amvrosiivka raion,47.877418,38.190727,198437,369
410990,219,2,Ilovaisk town,"near Ilovaisk (Donetsk region) near the village of Tretyaki, Ilovaisk City Council, Donetsk region.",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
411063,220,2,Mariupol town,"near Mariupol, Donetsk region",Donetsk oblast,Mariupol City municipality,47.095833,37.549444,197716,369
417631,221,2,Ilovaisk town,"near the village of Tretyaki, Ilovaisk City Council, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
410987,222,2,Stepanivka village,"near the village of Stepanovka, Donetsk region",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
411006,223,2,Hrabske village,"during reconnaissance of the outskirts of the village. Grabske, Amrosiyiv district, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.902245,38.155949,198437,369
411016,224,2,Donetsk town,Donetsk,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
411019,225,4,Donetsk oblast,Donetsk region,Donetsk oblast,NULL,48.14,37.74,199156,369
411058,226,2,Nykyforove village,"Nikiforov town, Snizhnyans'ka City Council, Donetsk region [...] in the area of SMT Nikiforove, Snizhnyansk miska Rada, Donetsk region",Donetsk oblast,Snizhne City municipality,48.007209,38.852307,199158,369
411121,227,1,Kultura village,"in the village of Kultura, Starobeshevsky district, Donetsk region",Donetsk oblast,Starobesheve raion,47.663988,38.313963,198437,369
411126,228,2,Road between Velyka Shyshivka (Shaktarsk raion) and Mala Shyshivka (Amvrosiivka raion),NULL,Donetsk oblast,NULL,47.951803,38.494865,198437,369
411130,229,2,Stepanivka village,"village Stepanivka, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
411112,230,1,Vuhlehirsk village,"in the village of Uglegorsk, Donetsk region",Donetsk oblast,Horlivka City municipality,48.313148,38.277561,199157,369
411113,231,2,Vuhlehirsk village,near the village of Uglegorsk,Donetsk oblast,Horlivka City municipality,48.313148,38.277561,199157,369
155016,232,2,Mandrykino town,Mandrykino town; at a checkpoint near Donetsk on a bypass road near the Mandrikin railway station,Donetsk oblast,Donetsk City municipality,47.92,37.68,198436,369
415062,233,2,Vuhlehirsk village,NULL,Donetsk oblast,Horlivka City municipality,48.313148,38.277561,199157,369
414867,234,2,Stepanivka village,"near village Stepanivka, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
414876,235,2,Stepanivka village,"near village Stepanivka, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
414877,236,2,Stepanivka village,"near village Stepanivka, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
414879,237,1,Stepanivka village,"village Stepanivka, Shakhtarskyi district, Donetsk region
Stepanivka",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
414882,238,2,Stepanivka village,"near village Stepanivka, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
414884,239,2,Stepanivka village,"near village Stepanivka, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
414885,240,2,Stepanivka village,"near village Stepanivka, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
414887,241,1,Stepanivka village,"village Stepanivka, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
414889,242,1,Stepanivka village,"village Stepanivka, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
414893,243,1,Stepanivka village,"village Stepanivka, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.926794,38.801862,198438,369
414895,244,1,Uspenka village,"village Uspenka, Amvrosievsky region Donetsk region",Donetsk oblast,Amvrosiivka raion,47.728263,38.702571,198438,369
155026,245,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
155109,246,1,Snizhne town,Snizhnye town,Donetsk oblast,Snizhne City municipality,48.028278,38.765611,199158,369
411132,247,2,Orlovo-Ivanivka village,"on the Ostraya Mogila mound, near the village of Polevoe, Donetsk region",Donetsk oblast,Shaktarsk raion,48.172573,38.464269,199157,369
411135,248,2,Ozeryanivka village,"near villages. Ozyanyivka near Gorlovka, Donetsk region.",Donetsk oblast,Horlivka City municipality,48.272382,37.972633,199156,369
411176,249,2,Biloyarivka village,"near the village of Biloyarivka, Amvrosiyivka district",Donetsk oblast,Amvrosiivka raion,47.794577,38.601184,198438,369
411180,250,2,Orlovo-Ivanivka village,"in the Shakhtersky district between the settlements of Polevoe and Orlovo-Ivanovka while defending hill 314 (""Ostroya Mogila mound"")",Donetsk oblast,Shaktarsk raion,48.172573,38.464269,199157,369
411198,251,1,Hrabske village,in the village of Grabske Amvrosiyevsky district Donetsk region,Donetsk oblast,Amvrosiivka raion,47.902245,38.155949,198437,369
155039,252,1,Mospyne town,Mospyne town,Donetsk oblast,Donetsk City municipality,47.8787,38.06,198437,369
155050,253,1,Donetsk town,Donetsk city council,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
414919,254,2,Amvrosiivka town,near Amvrosiyivka Town Donetsk region,Donetsk oblast,Amvrosiivka raion,47.790286,38.481659,198437,369
414920,255,2,Amvrosiivka town,near Amvrosiyivka Town Donetsk region,Donetsk oblast,Amvrosiivka raion,47.790286,38.481659,198437,369
414934,256,2,Slavyanka village,"near Slavyanka-Rubezh checkpoint, Slavyanka village, Mezhova Raion, Dnepropetrovsk region",Dnipropetrovsk oblast,Mezhova raion,48.3988,36.710542,199154,369
414935,257,2,Uspenka village,"near Uspenka village, Amvrosievsky region Donetsk region",Donetsk oblast,Amvrosiivka raion,47.728263,38.702571,198438,369
415079,258,5,Donets Basin Area,"Donets basin area, exact location not specified",NULL,NULL,48.15,38.65,199158,369
414941,259,2,Starobesheve town,"near Starobeshevo town, Donetsk region",Donetsk oblast,Starobesheve raion,47.753178,38.031628,198437,369
414942,260,2,Starobesheve town,"near Starobeshevo town, Donetsk region",Donetsk oblast,Starobesheve raion,47.753178,38.031628,198437,369
414943,261,1,Krasnohorivka town,"Krasnogorivka town, Maryino district, Donetsk region",Donetsk oblast,Marinka City municipality,48.006667,37.512778,199156,369
414944,262,2,Zhdanivka city,"near Zhdanivka city, Donetsk region",Donetsk oblast,Zhdanivka city municipality,48.148361,38.253552,199157,369
414945,263,2,Zhdanivka city,"near Zhdanivka city, Donetsk region",Donetsk oblast,Zhdanivka city municipality,48.148361,38.253552,199157,369
414946,264,2,Blahodatne town,"near Blagodatne village, Amvrosievsky region Donetsk region",Donetsk oblast,Amvrosiivka raion,47.881734,38.486752,198437,369
414952,265,2,Blahodatne town,"near Blagodatne village, Amvrosievsky region Donetsk region",Donetsk oblast,Amvrosiivka raion,47.881734,38.486752,198437,369
414990,266,2,Blahodatne town,"near Blagodatne village, Amvrosievsky region Donetsk region",Donetsk oblast,Amvrosiivka raion,47.881734,38.486752,198437,369
414991,267,2,Blahodatne town,"near Blagodatne village, Amvrosievsky region Donetsk region",Donetsk oblast,Amvrosiivka raion,47.881734,38.486752,198437,369
414992,268,2,Blagodatne village,"near Blagodatne village, Amvrosievsky region Donetsk region",Donetsk oblast,Telmanove raion,47.700319,37.420509,198435,369
414993,269,2,Blahodatne town,"near Blagodatne village, Amvrosievsky region Donetsk region",Donetsk oblast,Amvrosiivka raion,47.881734,38.486752,198437,369
155058,270,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
415036,271,2,Nyzhnya Krynka town,"near Nyzhnie Krynka village, city council Makiyivka, Donetsk region",Donetsk oblast,Makiivka City municipality,48.113883,38.160326,199157,369
415047,272,2,Nyzhnya Krynka town,"near Nyzhnie Krynka village, city council Makiyivka, Donetsk region",Donetsk oblast,Makiivka City municipality,48.113883,38.160326,199157,369
415050,273,1,Yasynuvata town,Yasinovataya city Donetsk region,Donetsk oblast,Yasynuvata raion,48.127778,37.8625,199156,369
415051,274,1,Yasynuvata town,Yasinovataya city Donetsk region,Donetsk oblast,Yasynuvata raion,48.127778,37.8625,199156,369
415053,275,2,Zhdanivka city,near Zhdanivka town  Donetsk region,Donetsk oblast,Zhdanivka city municipality,48.148361,38.253552,199157,369
415054,276,2,Zhdanivka city,near Zhdanivka city Donetsk region,Donetsk oblast,Zhdanivka city municipality,48.148361,38.253552,199157,369
415055,277,2,Zhdanivka city,near Zhdanivka city Donetsk region,Donetsk oblast,Zhdanivka city municipality,48.148361,38.253552,199157,369
415056,278,2,Zhdanivka city,near Zhdanivka city Donetsk region,Donetsk oblast,Zhdanivka city municipality,48.148361,38.253552,199157,369
415057,279,2,Zhdanivka city,near Zhdanivka city Donetsk region,Donetsk oblast,Zhdanivka city municipality,48.148361,38.253552,199157,369
415058,280,2,Zhdanivka city,near Zhdanivka city Donetsk region,Donetsk oblast,Zhdanivka city municipality,48.148361,38.253552,199157,369
415059,281,2,Zhdanivka city,near Zhdanivka city Donetsk region,Donetsk oblast,Zhdanivka city municipality,48.148361,38.253552,199157,369
415060,282,2,Zhdanivka city,near Zhdanivka city Donetsk region,Donetsk oblast,Zhdanivka city municipality,48.148361,38.253552,199157,369
415061,283,2,Starobesheve town,"near Starobeshevo village, Donetsk region",Donetsk oblast,Starobesheve raion,47.753178,38.031628,198437,369
415066,284,2,Pisky village,"near Pisky village, Yasinuvatska district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
415102,285,1,Ilovaisk town,Ilovaysk Town/City  Donetsk region,Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415103,286,2,Zhdanivka city,near Zhdanivka Town Donetsk region,Donetsk oblast,Zhdanivka city municipality,48.148361,38.253552,199157,369
415107,287,2,Mnohopillya village,"near Mnohopillya village, Amvrosievsky region Donetsk region",Donetsk oblast,Amvrosiivka raion,47.859721,38.219754,198437,369
415109,288,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415111,289,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415334,290,5,Donets Basin Area,Donest basin area,NULL,NULL,48.15,38.65,199158,369
155095,291,2,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
155096,292,2,Donetsk town,Donetsk town (around),Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
155090,293,2,Donetsk town,Donetsk area,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
155091,294,1,Ilovaisk town,Ilovaysk town,Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415128,295,2,Savur-Mohyla monument,"Saur-Tomb height, Shakhtarskyi district, Donetsk region",Donetsk oblast,Shaktarsk raion,47.922986,38.740539,198438,369
415130,296,1,Ilovaisk town,"Ilovaysk town, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415131,297,1,Ilovaisk town,"Ilovaysk town, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415132,298,1,Ilovaisk town,"Ilovaysk town, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415133,299,1,Ilovaisk town,"Ilovaysk town, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415134,300,1,Ilovaisk town,"Ilovaysk town, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415135,301,1,Ilovaisk town,"Ilovaysk town, Donetsk region",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
416839,302,2,Ilovaisk town,"In Ilovaisk, and along the Ukrainian army's withrawal route from Ilovaisk town to Starobesheve village and Komsomolske village",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415153,303,2,Hrabske village,"near Hrabske village, Amvrosievsky region Donetsk region",Donetsk oblast,Amvrosiivka raion,47.902245,38.155949,198437,369
415142,304,1,Ilovaisk town,Ilovaysk Town Donetsk region,Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415146,305,1,Ilovaisk town,Ilovaysk Town Donetsk region,Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
155098,306,1,Mospyne town,Mospino town,Donetsk oblast,Donetsk City municipality,47.8787,38.06,198437,369
415177,307,2,Markine village,"near Markin village, Novoazovsky district, Donetsk region",Donetsk oblast,Novoazovsk raion,47.189243,38.181733,197717,369
415180,308,2,Starognativka village,"near Starohnativka village, Telmanovsky region Donetsk region",Donetsk oblast,Telmanove raion,47.538939,37.776704,198436,369
415183,309,2,Starognativka village,"near Starohnativka village, Telmanovsky region Donetsk region",Donetsk oblast,Telmanove raion,47.538939,37.776704,198436,369
415186,310,2,Starognativka village,"near Starohnativka village, Telmanovsky region Donetsk region",Donetsk oblast,Telmanove raion,47.538939,37.776704,198436,369
415187,311,2,Starognativka village,"near Starohnativka village, Telmanovsky region Donetsk region",Donetsk oblast,Telmanove raion,47.538939,37.776704,198436,369
415162,312,2,Kuteinikov village,"near Kuteinikov town, Amvrosievsky region Donetsk region",Donetsk oblast,Amvrosiivka raion,47.811296,38.286306,198437,369
415164,313,2,Kuteinikov village,"near Kuteinikov town, Amvrosievsky region Donetsk region",Donetsk oblast,Amvrosiivka raion,47.811296,38.286306,198437,369
415165,314,2,Hrabske village,"near Hrabske village, Amvrosievsky region Donetsk region",Donetsk oblast,Amvrosiivka raion,47.902245,38.155949,198437,369
415167,315,2,Starobesheve town,"near Starobeshevo town, Donetsk region",Donetsk oblast,Starobesheve raion,47.753178,38.031628,198437,369
